1,59039.635289737555
2,151482.73007531682
3,95375.16516295637
4,150335.16044817574
5,164437.0135685945
6,177031.3648912261
7,85208.37773754323
8,165564.30903705856
9,163761.85556146936
10,110351.10558090404
11,127150.90616220173
12,130920.48530741224
13,157187.8563284257
14,183210.7493048937
15,144624.44382039402
16,156007.98688991467
17,97064.03011664789
18,132177.27248206668
19,85451.13146483386
20,174345.73371889978
21,148463.75901929592
22,143744.56679345152
23,144818.8584698156
24,146488.44882337784
25,162318.9092301062
26,273332.1384579724
27,202061.07354284538
28,177359.49938818061
29,104846.06638386962
30,141971.90216706938
31,134175.00459812192
32,143202.66521320725
33,288666.8848210178
34,167395.49972802127
35,120630.3295932485
36,142824.7014520883
37,74422.37182025966
38,120794.75564762496
39,192864.28101430202
40,158794.41205890392
41,249856.6991417873
42,184299.57265863972
43,124676.97660348343
44,148208.61442571555
45,141439.46554367384
46,111130.951980573
47,179542.36133094048
48,177813.11227998795
49,147665.38367520028
50,108275.61391125452
51,151928.08037586193
52,156065.79741640165
53,170435.1567117023
54,154279.72714681394
55,140399.40499998388
56,143236.41359756672
57,251813.8908488036
58,262294.0773180966
59,170401.20694313504
60,93895.12955823471
61,125685.89155453404
62,141765.53864684794
63,152653.57970706583
64,116532.73907998738
65,143814.27028376737
66,295059.9571149134
67,143063.26276936135
68,159958.59103525415
69,125439.44154925861
70,178663.34769819697
71,133294.49319312922
72,232239.88022345988
73,144510.39420160957
74,223269.42784690476
75,185930.05159536694
76,149937.98746703775
77,153225.50124781163
78,215817.08278607574
79,134672.26041189025
80,130156.34164685076
81,132774.88126314522
82,172000.58894746227
83,157368.0476121918
84,153840.7430583449
85,140938.9634769859
86,126188.60390000958
87,225509.92044000237
88,130888.87840986328
89,113062.30018017744
90,134634.07141268082
91,206309.11406153493
92,120013.51117454829
93,133514.11042753852
94,126694.44133657329
95,132306.9236026862
96,282375.4256047691
97,161062.16098056358
98,118216.74995083598
99,156994.8314775972
100,144718.4596377644
101,137328.02403080414
102,164623.02102414286
103,209890.08938726218
104,175014.3589525295
105,121997.30327508687
106,135635.8727124544
107,130813.8158881702
108,170766.25980448732
109,144396.56026248814
110,135646.6090423698
111,170178.82374428233
112,172208.50349688213
113,202643.56530097345
114,268598.703478156
115,195227.8823615036
116,116504.20799528754
117,107305.05811361352
118,166128.54353753122
119,121314.70048703354
120,134182.76499617237
121,131601.69352737206
122,150143.70736668113
123,156616.60954754628
124,108333.97444957064
125,143841.6993645925
126,145104.92834041425
127,122240.83516675062
128,259189.9008750185
129,93130.46645081526
