1,342002.8589
2,159997.8655
3,231205.8904
4,64029.43523
5,244929.6322
6,209728.07
7,293122.7691
8,184627.011
9,365165.0273
10,34012.84595
11,287244.871
12,446466.5137
13,68334.43504
14,136448.6076
15,202592.3394
16,284692.7073
17,484789.9185
18,40005.00252
19,89808.57464
20,137939.1297
21,68864.0616
22,164426.3478
23,166376.0759
24,288258.0027
25,41067.23715
26,305762.3252
27,94706.36693
28,735796.403
29,450872.9364
30,89714.22083
31,128186.7639
32,210033.4067
33,37375.30829
34,219427.1457
35,111130.1604
36,238629.2965
37,66010.46697
38,82270.71368
39,584694.3203
40,113948.5956
41,176539.2585
42,97522.47659
43,27010.16986
44,138626.4272
45,190577.1224
46,268372.6652
47,208130.1935
48,335047.7644
49,376511.7631
50,439508.419
51,373928.8313
52,131942.8742
53,138230.2948
54,446128.56
55,148705.0858
56,84212.50424
57,43640.15222
58,123019.6756
59,126554.8266
60,138265.1511
61,156534.2066
62,292081.6424
63,60775.80818
64,269435.0322
65,47263.81464
66,63187.42629
67,79452.9364
68,227020.7479
69,388494.4941
70,550529.319
71,393584.6567
72,362525.8719
73,175614.3476
74,18521.17516
75,379211.7225
76,77303.21817
77,47243.27928
78,763771.9641
79,147809.6881
80,328045.6488
81,212030.2774
82,501290.3384
83,358826.2898
84,365125.9944
85,450377.919
86,221569.2853
87,348694.2864
88,118138.7441
89,629518.632
90,218918.6884
91,28511.7798
92,221021.53
93,346117.272
94,123821.599
95,588178.9155
96,678715.779
97,52274.35532
98,328491.9102
99,35039.09467
100,86989.47431
101,164563.7349
102,298472.0624
103,86694.129
104,16755.90987
105,141295.3464
106,174818.9559
107,175984.2659
108,56460.78404
109,265818.2382
110,56334.66391
111,389360.2984
112,157022.0767
113,40114.3682
114,98509.3279
115,21693.12607
116,684283.9911
117,148956.8892
118,63064.64165
119,177054.6156
120,55379.27461
121,324449.7681
122,95392.5745
123,464037.2231
124,177098.2092
125,284442.3234
126,29855.98561
127,551452.648
128,273866.3706
129,356262.2156
130,496954.0259
131,65919.74786
132,37881.57897
133,140010.9892
134,30770.64722
135,76313.98735
136,78505.7
137,305273.0566
138,173634.4824
139,198663.5906
140,51618.4603
141,189375.8797
142,366355.2465
143,32008.72544
144,53799.08471
145,105182.0014
146,77284.92272
147,711559.5379
148,188070.9083
149,700396.3914
150,283763.4281
151,211901.7122
152,39705.87758
153,137810.8636
154,103221.0584
155,303919.7855
156,89706.45126
157,130565.6626
158,634167.1633
159,245326.036
160,298049.7559
161,94952.54248
162,220353.1281
163,238138.1142
164,619170.6556
165,164994.2037
166,99994.38749
167,174259.6265
168,415027.0432
169,139909.926
170,63380.42089
171,728869.858
172,158507.1342
173,489682.9799
174,172145.7259
175,81954.78104
176,345917.882
177,387588.4158
178,200097.3888
179,413535.6391
180,200501.5665
181,501269.2081
182,261785.632
183,796837.7396
184,101592.6628
185,45448.20093
186,435385.608
187,460908.2198
188,427675.81
189,175994.7935
190,313933.8791
191,438324.3605
192,445010.5107
193,154128.3459
194,177760.1849
195,22213.6117
196,532383.8623
197,290143.6389
198,213517.1613
199,110486.7812
200,277894.6521
201,180444.2425
202,328634.1586
203,55408.99362
204,51262.69009
205,440046.819
206,632902.1774
207,184574.6386
208,614918.4199
209,55749.17433
210,412819.1325
211,140519.145
212,453669.2753
213,133453.7729
214,118480.3073
215,37051.07183
